entry|filename|title|author|year|path|count
6498|17562-8.txt|Trifles for the Christmas Holidays|H S Armstrong|1869|_theData|2
6511|17579-0.txt|The History of Napoleon Buonaparte|John Gibson Lockhart|1829|_theData|3
6512|1758-0.txt|Marjorie Daw|Thomas Bailey Aldrich|1879|_theData|2
6513|17581.txt|The Romancers|Edmond Rostand|1899|_theData|1
6514|17582-8.txt|Round-about Rambles in Lands of Fact and Fancy|Frank Richard Stockton|1872|_theData|2
6516|17585-8.txt|English Embroidered Bookbindings|Cyril James Humphries Davenport|1899|_theData|2
6520|17592.txt|A Narrative of the Expedition to Dongola and Sennaar|George Bethune English|1822|_theData|1
6531|17606-8.txt|Throwing-sticks in the National Museum|Otis T Mason|1885|_theData|2
6534|17609-8.txt|Our Deportment|John H Young|1879|_theData|2
6543|17618-8.txt|Jethou|E R Suffling|1898|_theData|2
6550|17626-8.txt|The Lost Gospel and Its Contents|Michael F Sadler|1876|_theData|2
6566|17652-8.txt|The History of Sir Richard Whittington|T H|1800|_theData|2
6602|17718-8.txt|Infelice|Augusta Jane Evans Wilson|1891|_theData|2
6617|17733-8.txt|The Black Douglas|S R Crockett|1899|_theData|2
6629|17751-8.txt|Direct Legislation by the Citizenship through the Initiative and Referendum|James W Sullivan|1892|_theData|2
6630|17753-0.txt|On the Antiquity of the Chemical Art|James Mactear|1880|_theData|3
6640|17766.txt|With Wolfe in Canada|G A Henty|1887|_theData|1
6643|17769-8.txt|The House by the Church-Yard|J Sheridan Le Fanu|1863|_theData|2
6646|17772-8.txt|Mrs. Overtheway's Remembrances|Juliana Horatia Ewing|1869|_theData|2
6652|17779-8.txt|The Choise of Valentines|Thomas Nash|1899|_theData|2
6656|17783.txt|The Traveling Engineers' Association|Anonymous|1898|_theData|1
6658|17785-8.txt|Divers Women|Pansy and Mrs CM Livingston|1880|_theData|2
6660|17790.txt|Jane Field|Mary E Wilkins Freeman|1892|_theData|1
6661|17792.txt|The Jamesons|Mary E Wilkins Freeman|1899|_theData|1
6663|17797.txt|Memoir of Jane Austen|James Edward AustenLeigh|1886|_theData|1
6666|17800-8.txt|Wych Hazel|Susan and Anna Warner|1876|_theData|2
6667|17801-8.txt|Milly Darrell and Other Tales|M E Braddon|1873|_theData|4
6668|17802-8.txt|Myth and Science|Tito Vignoli|1882|_theData|2
6676|17815-8.txt|Illusions|James Sully|1891|_theData|2
6677|17816-0.txt|Letters from Egypt|Lucie Duff Gordon|1865|_theData|2
6689|17842.txt|Dead Man's Rock|Sir Arthur Thomas QuillerCouch|1887|_theData|1
6715|17882.txt|Consolations in Travel|Humphrey Davy|1830|_theData|1
6718|17886.txt|Jerome, A Poor Man|Mary E Wilkins Freeman|1897|_theData|1
6720|17888.txt|Comfort Pease and her Gold Ring|Mary E Wilkins Freeman|1895|_theData|1
6728|179-0.txt|The Europeans|Henry James|1879|_theData|3
6733|17917-8.txt|Secret Band of Brothers|Jonathan Harrington Green|1858|_theData|2
6738|17923.txt|The Visions of England|Francis T Palgrave|1881|_theData|1
6739|17926-0.txt|Fians, Fairies and Picts|David MacRitchie|1893|_theData|3
6741|17929-8.txt|The Life of Admiral Viscount Exmouth|Edward Osler|1835|_theData|2
6759|17960.txt|Giles Corey, Yeoman|Mary E Wilkins Freeman|1893|_theData|1
6760|17961.txt|Kindness to Animals|Charlotte Elizabeth|1857|_theData|1
6769|17972-0.txt|Round About the Carpathians|Andrew F Crosse|1878|_theData|3
6787|18000-8.txt|Phineas Finn|Anthony Trollope|1893|_theData|2
6791|18007-8.txt|More Songs From Vagabondia|Bliss Carman and Richard Hovey|1896|_theData|2
6806|18036.txt|Uppingham by the Sea|John Henry Skrine|1878|_theData|1
6814|18044-0.txt|Wine, Women, and Song|Various|1884|_theData|3
6823|18052-8.txt|Medoline Selwyn's Work|Mrs J J Colter|1889|_theData|2
6825|18054.txt|The Zeit-Geist|Lily Dougall|1895|_theData|1
6828|18058-8.txt|Elsie's Vacation and After Events|Martha Finley|1891|_theData|2
6832|18063-8.txt|Rabbi Saunderson|Ian Maclaren|1898|_theData|2
6837|18076.txt|The Boy Trapper|Harry Castlemon|1878|_theData|1
6843|18080-8.txt|Normandy Picturesque|Henry Blackburn|1869|_theData|2
6844|18086-8.txt|A Dozen Ways Of Love|Lily Dougall|1897|_theData|2
6845|18087-0.txt|Historic Doubts Relative To Napoleon Buonaparte|Richard  Whately|1827|_theData|3
6852|18097-8.txt|Public School Domestic Science|Mrs J Hoodless|1898|_theData|2
6870|1812-0.txt|A Prince of Bohemia|Honore de Balzac|1897|_theData|3
6872|18124-8.txt|Sir Walter Scott|Richard H Hutton|1878|_theData|6
6874|18126-8.txt|Tales of the Chesapeake|George Alfred Townsend|1880|_theData|2
6879|18132-8.txt|A Canadian Heroine|Mrs Harry Coghill|1873|_theData|2
6881|18135-8.txt|Dreamthorp|Alexander Smith|1863|_theData|2
6899|1816-0.txt|Tattine|Ruth Ogden|1898|_theData|2
6905|18168-8.txt|The Heavenly Father|Ernest Naville|1867|_theData|2
6908|18171.txt|The Crucifixion of Philip Strong|Charles M Sheldon|1898|_theData|1
6912|18175-8.txt|Yorksher Puddin'|John Hartley|1877|_theData|2
6920|18184-8.txt|Animal Carvings from Mounds of the Mississippi Valley|Henry W Henshaw|1883|_theData|2
6932|18196.txt|Life and Public Services of John Quincy Adams|William H Seward|1849|_theData|1
6934|18202.txt|The Growth of Thought|William Withington|1851|_theData|1
6937|18207-8.txt|Coffee and Repartee|John Kendrick Bangs|1893|_theData|2
6938|18209-8.txt|English Seamen in the Sixteenth Century|James Anthony Froude|1895|_theData|2
6940|18210-8.txt|The Heptalogia|Algernon Charles Swinburne|1880|_theData|2
6945|18217-8.txt|Chambers's Elementary Science Readers|Various|1896|_theData|2
6952|18226-8.txt|My Young Days|Anonymous|1872|_theData|2
6959|18238-8.txt|Songs from Vagabondia|Bliss Carman and Richard Hovey|1895|_theData|2
6964|18242-8.txt|Behind the Arras|Bliss Carman|1895|_theData|2
6965|18247.txt|The Last Man|Mary Shelley|1833|_theData|1
6966|18248-8.txt|Lucy Raymond|Agnes Maule Machar|1871|_theData|2
6980|18264-8.txt|Within The Enemy's Lines|Oliver Optic|1889|_theData|2
6982|18266-8.txt|Death--and After?|Annie Besant|1893|_theData|2
6984|18268-8.txt|Ballads of Lost Haven|Bliss Carman|1897|_theData|2
6992|18275-8.txt|The Rectory Children|Mrs Molesworth|1889|_theData|2
6997|1828-0.txt|Chronicles of the Canongate|Sir Walter Scott|1827|_theData|2
6999|18281-8.txt|An Account of the Proceedings on the Trial of Susan B. Anthony|Anonymous|1874|_theData|2
7000|18283-8.txt|Life of Father Hecker|Walter Elliott|1891|_theData|2
7006|1829-0.txt|Mae Madden|Mary Murdoch Mason|1875|_theData|2
7007|18290-8.txt|Great Indian Chief of the West|Benjamin Drake|1857|_theData|2
7013|1830-0.txt|Wyndham Towers|Thomas Bailey Aldrich|1889|_theData|2
7054|18356.txt|Orange and Green|G A Henty|1888|_theData|1
7063|18369.txt|Westminster Sermons|Charles Kingsley|1873|_theData|1
7066|18371-8.txt|Giotto and his works in Padua|John Ruskin|1854|_theData|2
7068|18377-8.txt|The Arian Controversy|H M Gwatkin|1891|_theData|2
7074|18384-8.txt|Studies in Early Victorian Literature|Frederic Harrison|1895|_theData|2
7078|1839-0.txt|Other Things Being Equal|Emma Wolf|1893|_theData|2
7092|1841-0.txt|Z. Marcas|Honore de Balzac|1899|_theData|3
7097|18418-8.txt|A Crooked Path|Mrs Alexander|1889|_theData|2
7099|1842-0.txt|Michael Strogoff|Jules Verne|1877|_theData|2
7103|18423-8.txt|Old Kaskaskia|Mary Hartwell Catherwood|1893|_theData|2
7116|1844-0.txt|The Schoolmaster|Roger Ascham|1894|_theData|2
7119|18442-8.txt|Fifty Famous Stories Retold|James Baldwin|1896|_theData|2
7122|18445-8.txt|Bohemians of the Latin Quarter|Henry Murger|1883|_theData|2
7137|18466.txt|The Aeneid of Virgil|Virgil|1895|_theData|3
7145|18478-8.txt|John Ward, Preacher|Margaret Deland|1888|_theData|2
7148|1848.txt|Montezuma's Daughter|H Rider Haggard|1893|_theData|1
7150|18482-8.txt|The Most Ancient Lives of Saint Patrick|Various|1897|_theData|2
7160|18496-8.txt|Big Brother|Annie FellowsJohnston|1894|_theData|2
7164|1850.txt|Old Christmas|Washington Irving|1876|_theData|1
7169|18504-8.txt|Sex in Education|Edward H Clarke|1873|_theData|2
7173|18508-8.txt|Arthur Mervyn|Charles Brockden Brown|1803|_theData|2
7185|18522.txt|The Wreck|Anonymous|1842|_theData|1
7194|18531-8.txt|Timothy's Quest|Kate Douglas Wiggin|1894|_theData|2
7200|1854.txt|Catherine de' Medici|Honore de Balzac|1896|_theData|2
7201|18541-8.txt|Voyage of the Liberdade|Captain Joshua Slocum|1890|_theData|2
7207|18549-8.txt|The Von Toodleburgs|F Colburn Adams|1892|_theData|2
7208|1855-0.txt|Ban and Arriere Ban|Andrew Lang|1894|_theData|1
7209|18550-0.txt|Erechtheus|Algernon Charles Swinburne|1876|_theData|3
7215|18558-8.txt|The Good Shepherd|Anonymous|1862|_theData|2
7217|1856-0.txt|Cousin Pons|Honore de Balzac|1884|_theData|3
7223|18565-8.txt|A Little Swiss Sojourn|W D Howells|1892|_theData|2
7235|18578.txt|Our Unitarian Gospel|Minot Savage|1898|_theData|1
7236|18579.txt|Taken by the Enemy|Oliver Optic|1888|_theData|1
7237|1858-0.txt|Plain Tales from the Hills|Rudyard Kipling|1888|_theData|2
7239|18582.txt|Gypsy Breynton|Elizabeth Stuart Phelps|1894|_theData|1
7245|18590-8.txt|The Letters of Cassiodorus|Cassiodorus AKA Magnus Aurelius Cassiodorus Senator|1886|_theData|2
7255|1860-0.txt|Westward Ho!|Charles Kingsley|1899|_theData|2
7256|18601.txt|An Account of Some of the Principal Slave Insurrections,|Joshua Coffin|1860|_theData|1
7258|18603-8.txt|What Social Classes Owe to Each Other|William Graham Sumner|1884|_theData|2
7265|1861-0.txt|An Old Town By The Sea|Thomas Bailey Aldrich|1893|_theData|3
7270|18616-0.txt|Moral Principles and Medical Practice|Charles Coppens|1897|_theData|3
7276|18622-8.txt|Captain Sam|George Cary Eggleston|1889|_theData|2
7281|18631-8.txt|The Lady of Fort St. John|Mary Hartwell Catherwood|1891|_theData|2
7291|18640-8.txt|Phineas Redux|Anthony Trollope|1874|_theData|2
7297|18646-0.txt|Gypsy's Cousin Joy|Elizabeth Stuart Phelps|1868|_theData|3
7306|18654.txt|What Might Have Been Expected|Frank R Stockton|1874|_theData|1
7358|1871-0.txt|The Deputy of Arcis|Honore de Balzac|1896|_theData|3
7375|18739.txt|Zophiel|Maria Gowen Brooks|1825|_theData|1
7382|18750.txt|Wandering Heath|Sir Arthur Thomas QuillerCouch|1895|_theData|1
7392|1876-0.txt|The Shape of Fear|Elia W Peattie|1898|_theData|3
7409|18777.txt|Ruth Arnold|Lucy Byerley|1884|_theData|1
7414|18781.txt|Hero and Leander|Christopher Marlowe|1821|_theData|1
7417|18787-8.txt|Life of St. Francis of Assisi|Paul Sabatier|1894|_theData|2
7418|18788-8.txt|Post-Prandial Philosophy|Grant Allen|1894|_theData|2
7420|1879.txt|Royalty Restored|J Fitzgerald Molloy|1885|_theData|1
7422|18791-0.txt|Outlines of a Mechanical Theory of Storms|T Bassnett|1854|_theData|3
7423|18792.txt|John Gabriel Borkman|Henrik Ibsen|1897|_theData|1
7427|1880-0.txt|The Pathfinder|James Fenimore Cooper|1840|_theData|3
7430|18803-8.txt|Fighting for the Right|Oliver Optic|1892|_theData|2
7435|18810-0.txt|Alec Forbes of Howglen|George MacDonald|1865|_theData|2
7440|18816-8.txt|Stand By The Union|Oliver Optic|1891|_theData|2
7447|18822-8.txt|The House of Martha|Frank R Stockton|1899|_theData|2
7479|18859.txt|Cross Purposes and The Shadows|George MacDonald|1880|_theData|1
7481|18860-8.txt|Shadows of the Stage|William Winter|1892|_theData|2
7510|18896-8.txt|Faith Gartney's Girlhood|Mrs A D T Whitney|1863|_theData|2
7513|18900-8.txt|A Text-Book of the History of Painting|John C Van Dyke|1894|_theData|2
7520|18908-8.txt|Christmas|Various|1836|_theData|4
7541|18938-8.txt|The Great Book-Collectors|Charles Isaac Elton and Mary Augusta Elton|1893|_theData|2
7543|1894.txt|Visit to Iceland|Ida Pfeiffer|1853|_theData|1
7551|1895-0.txt|Armadale|Wilkie Collins|1866|_theData|1
7558|18957-8.txt|Strangers at Lisconnel|Barlow Jane|1895|_theData|2
7561|1896-0.txt|Under the Red Robe|Stanley Weyman|1894|_theData|2
7574|18973-0.txt|Day Symbols of the Maya Year|Cyrus Thomas|1897|_theData|3
7579|1898-0.txt|Albert Savarus|Honore de Balzac|1892|_theData|3
7587|18989-8.txt|How Women Love|Max Simon Nordau|1896|_theData|2
7588|1899-0.txt|The Village Rector|Honore de Balzac|1898|_theData|3
7590|18991-8.txt|The Late Miss Hollingford|Rosa Mulholland|1887|_theData|2
7591|18992-8.txt|Current Superstitions|Various|1896|_theData|2
7593|18997-8.txt|The Vicomte de Bragelonne|Alexandre Dumas|1892|_theData|6
7595|19.txt|The Song Of Hiawatha|Henry W Longfellow|1855|_theData|3
7596|1900-0.txt|Typee|Herman Melville|1847|_theData|5
7600|19003-8.txt|A Candid Examination of Theism|George John Romanes|1878|_theData|2
7620|19025.txt|A Sweet Little Maid|Amy E Blanchard|1899|_theData|1
7625|19031-8.txt|A Treatise on Adulterations of Food, and Culinary Poisons|Fredrick Accum|1820|_theData|2
7639|19053-0.txt|Theory of Circulation by Respiration|Emma Willard|1861|_theData|3
7641|19056-8.txt|Thoughts on Educational Topics and Institutions|George S Boutwell|1860|_theData|2
7644|1906.txt|Erewhon|Samuel Butler|1872|_theData|1
7654|19070.txt|Both Sides the Border|G A Henty|1898|_theData|1
7659|19077-8.txt|Salads, Sandwiches and Chafing-Dish Dainties|Janet McKenzie Hill|1899|_theData|2
7686|19107.txt|An Arkansas Planter|Opie Percival Read|1896|_theData|1
7700|19121-8.txt|Sword and Gown|George A Lawrence|1860|_theData|2
7709|19132-8.txt|Banbury Chap Books|Edwin Pearson|1890|_theData|2
7710|19133.txt|Practical Rules for the Management of a Locomotive Engine|Charles Hutton Gregory|1841|_theData|1
7713|19136.txt|Hayslope Grange|Emma Leslie|1873|_theData|1
7729|19154.txt|With Lee in Virginia|G A Henty|1891|_theData|2
7733|1916-0.txt|The Great Stone Face|Nathaniel Hawthorne|1889|_theData|2
7734|19160-8.txt|Disturbed Ireland|Bernard H Becker|1881|_theData|2
7736|19165-8.txt|Eulogy on Chief-Justice Chase|William M Evarts|1874|_theData|2
7741|1917-0.txt|The Queen of Hearts|Wilkie Collins|1859|_theData|2
7744|19172-8.txt|An Australian in China|George Ernest Morrison|1895|_theData|2
7747|19177.txt|Hey Diddle Diddle and Baby Bunting|Randolph Caldecott|1878|_theData|1
7752|19185.txt|Santa Teresa|Alexander Whyte|1898|_theData|1
7756|19192-8.txt|What is Darwinism?|Charles Hodge|1874|_theData|2
7759|19195.txt|Rollo in the Woods|Jacob Abbott|1857|_theData|1
7763|19199-8.txt|The Friendships of Women|William Rounseville Alger|1868|_theData|2
7769|19206.txt|Under Drake's Flag|G A Henty|1883|_theData|1
7772|19209-8.txt|The Andes and the Amazon|James Orton|1870|_theData|2
7773|1921-0.txt|The Chouans|Honore de Balzac|1897|_theData|3
7783|19220-8.txt|Irish Wit and Humor|Anonymous|1872|_theData|2
7827|19255-8.txt|Deeds that Won the Empire|W H Fitchett|1897|_theData|2
7831|19259.txt|His Heart's Queen|Mrs Georgie Sheldon|1890|_theData|1
7833|1926-8.txt|Grandfather's Chair|Nathaniel Hawthorne|1881|_theData|2
7864|19288-8.txt|Bohemian Days|Geo Alfred Townsend|1880|_theData|2
7866|1929.txt|The School For Scandal|Richard Brinsley Sheridan|1820|_theData|1
7887|19303.txt|Raftmates|Kirk Munroe|1893|_theData|1
7898|19316-8.txt|Lyra Heroica|Various|1891|_theData|2
7901|19319-8.txt|A Description of the Bar-and-Frame-Hive|W Augustus Munn|1844|_theData|2
7902|1932.txt|Early Kings of Norway|Thomas Carlyle|1875|_theData|1
7910|1933.txt|The History of Samuel Titmarsh|William Makepeace Thackeray|1878|_theData|1
7912|19331-0.txt|Ceremonial of Hasjelti Dailjis and Mythical Sand Painting of the|James Stevenson|1891|_theData|3
7927|19347-0.txt|The Myths of the New World|Daniel G Brinton|1868|_theData|3
7932|19352-8.txt|Herbal Simples Approved for Modern Uses of Cure|William Thomas Fernie|1897|_theData|2
7942|19361-8.txt|The Babes in the Wood|Anonymous|1883|_theData|3
7964|19386-8.txt|An Author's Mind|Martin Farquhar Tupper|1841|_theData|2
7968|1939-0.txt|A Gentleman of France|Stanley Weyman|1893|_theData|2
7977|19398.txt|By Right of Conquest|G A Henty|1891|_theData|3
7988|19407-0.txt|Speed the Plough|Thomas Morton|1800|_theData|3
8007|1943.txt|Louis Lambert|Honore de Balzac|1890|_theData|2
8009|19434-8.txt|Western Worthies|J Stephen Jeans|1872|_theData|2
8018|19447-0.txt|Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry|Albert Pike|1871|_theData|1
8019|19448-0.txt|Talks on Manures|Joseph Harris|1878|_theData|2
8021|1945.txt|Egmont|Johann Wolfgang Von Goethe|1868|_theData|1
8025|19453-8.txt|The Shield|Various|1815|_theData|2
8032|19464-0.txt|Osage Traditions|J Owen Dorsey|1888|_theData|3
8033|19465-0.txt|Draining for Profit, and Draining for Health|George E Waring|1867|_theData|3
8048|1948-0.txt|The Story of a Bad Boy|Thomas Bailey Aldrich|1895|_theData|2
8054|19486-0.txt|Irish Wonders|D R McAnally Jr|1888|_theData|3
8068|19500-8.txt|Can You Forgive Her?|Anthony Trollope|1865|_theData|2
8076|1951-0.txt|The Coming Race|Edward Bulwer Lytton|1871|_theData|2
8083|19518-0.txt|Siouan Sociology|James Owen Dorsey|1897|_theData|3
8094|19533.txt|Stories of Great Inventors|Hattie E Macomber|1897|_theData|1
8100|19541.txt|Marigold Garden|Kate Greenaway|1885|_theData|1
8102|19547-8.txt|Obed Hussey|Various|1848|_theData|2
8106|19550-8.txt|Natural History of the Mammalia of India and Ceylon|Robert A Sterndale|1884|_theData|2
8108|19553-0.txt|The Private Diary of Dr. John Dee|John Dee|1842|_theData|2
8119|19566-8.txt|Fables of Infidelity and Facts of Faith|Robert Patterson|1875|_theData|2
8132|1958.txt|Hermann and Dorothea|Johann Wolfgang von Goethe|1862|_theData|1
8133|19580.txt|An International Episode|Henry James|1892|_theData|3
8140|1959.txt|The Crown of Thorns|E H Chapin|1847|_theData|1
8143|19593-8.txt|The Third Violet|Stephen Crane|1897|_theData|2
8150|19600-8.txt|Jerome Cardan|William George Waters|1898|_theData|2
8156|1961-0.txt|Books and Bookmen|Andrew Lang|1886|_theData|2
8161|19615.txt|The Dairyman's Daughter|Legh Richmond|1826|_theData|1
8177|19630-8.txt|Maha-bharata|Anonymous|1899|_theData|2
8186|19645-8.txt|Under the Trees and Elsewhere|Hamilton Wright Mabie|1891|_theData|2
8197|19659-8.txt|The Elements of General Method|Charles A McMurry|1892|_theData|2
8202|19667-8.txt|An Essay on the Influence of Tobacco upon Life and Health|R D Mussey|1836|_theData|2
8208|19676-8.txt|Shakespeare and Music|Edward W Naylor|1896|_theData|4
8212|1968.txt|The Human Comedy|Honore de Balzac|1896|_theData|1
8213|19680.txt|Childhood|Leo Tolstoy|1886|_theData|3
8219|1969-0.txt|Catherine: A Story|William Makepeace Thackeray|1899|_theData|2
8231|19702-8.txt|The Rector of St. Mark's|Mary J Holmes|1874|_theData|2
8232|19703-8.txt|Madame Delphine|George W Cable|1881|_theData|2
8237|19708-8.txt|Cape Cod Folks|Sarah P McLean Greene|1881|_theData|2
8258|19734-8.txt|The Fairy Book|Dinah Maria Mulock AKA Miss Mulock|1868|_theData|2
8291|1977.txt|Phaedra|Jean Baptiste Racine|1858|_theData|1
8292|19771-0.txt|Henrietta Temple|Benjamin Disraeli|1837|_theData|3
8296|19777-0.txt|Aids to the Study of the Maya Codices|Cyrus Thomas|1888|_theData|3
8300|19781-0.txt|Sketches|Benjamin Disraeli|1868|_theData|3
8306|19796.txt|Discourse on the Method of Rightly|RenÃ Descartes|1850|_theData|1
8307|19797.txt|Dracula|Bram Stoker|1897|_theData|7
8312|19801.txt|The Drummer's Coat|J W Fortescue|1899|_theData|1
8313|19802-8.txt|Cobwebs and Cables|Hesba Stretton|1884|_theData|2
8318|19809.txt|The Story of a Dewdrop|J R Macduff|1881|_theData|1
8330|19819-0.txt|Milton's Comus|John Milton|1871|_theData|3
8354|1985-0.txt|Men's Wives|William Makepeace Thackeray|1852|_theData|2
8357|19852.txt|The Gipsies' Advocate|James Crabb|1831|_theData|1
8359|19855.txt|Louis' School Days|E J May|1853|_theData|1
8362|19859-8.txt|A Flat Iron for a Farthing|Juliana Horatia Ewing|1884|_theData|2
8363|1986-0.txt|The Life and Death of Mr Badman|John Bunyan|1808|_theData|1
8365|19863-8.txt|The Old Masters and Their Pictures|Sarah Tytler|1873|_theData|2
8374|19875-8.txt|The Bobbin Boy|William M Thayer|1860|_theData|2
8382|19882-8.txt|Itinerary through Corsica|Charles Bertram Black|1892|_theData|2
8383|19889.txt|Naughty Miss Bunny|Clara Mulholland|1883|_theData|1
8389|19896-8.txt|Queer Stories for Boys and Girls|Edward Eggleston|1884|_theData|2
8394|19902-8.txt|The Affectionate Shepherd|Richard Barnfield|1847|_theData|2
8407|19914-8.txt|Arabic Authors|F F Arbuthnot|1890|_theData|2
8411|19921-8.txt|Prehistoric Textile Art of Eastern United States|William Henry Holmes|1896|_theData|2
8414|19924.txt|Plain Facts for Old and Young|John Harvey Kellogg|1881|_theData|1
8416|19926-8.txt|Standard Selections|Various|1888|_theData|2
8425|19937-0.txt|The Departing Soul's Address to the Body|Anonymous|1845|_theData|3
8430|19942-8.txt|Candide|Voltaire|1884|_theData|2
8440|19953-8.txt|Origin and Development of Form and Ornament in Ceramic Art.|William Henry Holmes|1886|_theData|2
8449|19967-0.txt|Beauty and the Beast|Anonymous|1845|_theData|9
8456|19977.txt|The Blue Pavilions|Sir Arthur Thomas QuillerCouch|1891|_theData|1
8459|1998-0.txt|Thus Spake Zarathustra|Friedrich Nietzsche|1896|_theData|3
8460|19980-8.txt|A Joy For Ever|John Ruskin|1889|_theData|2
8462|19983-8.txt|Recollections of Europe|J Fenimore Cooper|1837|_theData|2
8467|19990.txt|Little Abe|F Jewell|1884|_theData|1
8468|19991.txt|The Fox Jumps Over the Parson's Gate|Anonymous|1883|_theData|1
8477|1jcfs10a.txt|The Thirty Years War, Complete|Frederich Schiller|1846|_theData|3
8479|1lllm11.txt|Life and Letters of Lord Macaulay|George Otto Trevelyan|1876|_theData|2
8487|20002-0.txt|Alroy|Benjamin Disraeli|1833|_theData|3
8489|20004-0.txt|Tancred|Benjamin Disraeli|1878|_theData|3
8491|20007-0.txt|Lord George Bentinck|Benjamin Disraeli|1852|_theData|3
8492|20008-0.txt|The Young Duke|Benjamin Disraeli|1830|_theData|3
8493|20009-0.txt|Ixion In Heaven|Benjamin Disraeli|1859|_theData|3
8496|20014-8.txt|Canada and the Canadians|Sir Richard Henry Bonnycastle|1846|_theData|2
8511|2003-07-cprrn10.txt|The Critique of Pure Reason|Immanuel Kant|1881|_theData|2
8512|2003-10-9840-8.txt|Vivian Grey|Earl of Beaconsfield Benjamin Disraeli|1859|_theData|6
8517|2003-12-7tier10.txt|Jack Tier or The Florida Reef|James Fenimore Cooper|1860|_theData|4
8519|20031.txt|A Final Reckoning|G A Henty|1887|_theData|1
8524|2003_01-06_6634.txt|A Popular History of Ireland|Thomas DArcy McGee|1863|_theData|2
8530|2004-02-brock10.txt|Beechcroft at Rockstone|Charlotte M Yonge|1888|_theData|3
8532|2004-02-chpl10.txt|Childe Harold's Pilgrimage|Lord Byron|1812|_theData|2
8534|2004-02-hifli10.txt|How I Found Livingstone|Sir Henry M Stanley|1872|_theData|3
8535|2004-02-magnb10.txt|Magnum Bonum|Charlotte M Yonge|1880|_theData|5
8537|2004-03-lvaca10.txt|The Long Vacation|Charlotte M Yonge|1895|_theData|4
8540|2004-05-conrg10.txt|Considerations on Representative Government|John Stuart Mill|1861|_theData|3
8542|2004-05-stprl10.txt|Stray Pearls|Charlotte M Yonge|1883|_theData|3
8544|2004-06-hlpng10.txt|Helping Himself|Horatio Alger|1886|_theData|3
8549|2004-07-ldycl10.txt|Lady Clare|Alfred Lord Tennyson|1884|_theData|3
8556|2004-09-bkgdd10.txt|A Book of Golden Deeds|Charlotte M Yonge|1865|_theData|3
8559|2004-12-bshmn10.txt|The Bushman|Edward Wilson Landor|1847|_theData|2
8567|20040919-469.txt|The Duchesse de Langeais|Honore de Balzac|1889|_theData|3
8568|20040919-7416.txt|The Thirteen|Honore de Balzac|1899|_theData|4
8572|20040925-98.txt|A Tale of Two Cities|Charles Dickens|1867|_theData|4
8576|20041002.3044.txt|Desperate Remedies|Thomas Hardy|1889|_theData|4
8584|2005-02-cdays10.txt|Castilian Days|John Hay|1871|_theData|2
8588|2005-06-frtom10.txt|Fairy Tales; Their Origin and Meaning|John Thackray Bunce|1878|_theData|2
8591|2005-10-cross10.txt|The Non-Christian Cross|John Denham Parsons|1896|_theData|2
8593|2005-12-tlcol10.txt|The Little Colonel|Annie Fellows Johnston|1896|_theData|3
8600|20051019-503.txt|The Blue Fairy Book|Andrew Lang|1891|_theData|3
8633|20063-0.txt|Theodoric the Goth|Thomas Hodgkin|1891|_theData|3
8634|20064-8.txt|Captains of Industry|James Parton|1896|_theData|2
8642|2007-0.txt|We Two|Edna Lyall|1888|_theData|2
8649|20075-0.txt|Frank Fairlegh|Frank E Smedley|1864|_theData|3
8653|20080.txt|Little Pollie|Gertrude P Dyer|1885|_theData|1
8658|20080617-84.txt|Frankenstein|Mary Wollstonecraft Godwin Shelley|1869|_theData|7
8665|20082-8.txt|Warrior Gap|Charles King|1898|_theData|2
8680|20090712-4303.txt|Denzil Quarrier|George Gissing|1892|_theData|3
8683|20090712-4311.txt|The Emancipated|George Gissing|1890|_theData|3
8685|20090726-4396.txt|The Woman Who Did|Grant Allen|1895|_theData|4
8686|20090729-7835.txt|Lothair|Benjamin Disraeli|1870|_theData|3
8688|20090826-7469-8.txt|Daniel Deronda|George Eliot|1876|_theData|6
8691|20091207.4731.txt|Seven Little Australians|Ethel Turner|1894|_theData|4
8702|20100823-8387-8.txt|Hunger|Knut Hamsun|1899|_theData|6
8706|20105-8.txt|The Land We Live In|Henry Mann|1896|_theData|2
8710|2011-0.txt|Rudder Grange|Frank R Stockton|1885|_theData|2
8713|20110219-35333.txt|Life of Heber C. Kimball, an Apostle|Orson F Whitney|1888|_theData|2
8714|20110503-4313.txt|The Odd Women|George Gissing|1893|_theData|4
8724|2012-06-17-2147-8.txt|The Works of Edgar Allan Poe|Edgar Allan Poe|1874|_theData|11
8727|20120808-9052-8.txt|The Golden Calf|M E Braddon|1883|_theData|6
8728|20120808-9475-8.txt|The Lovels of Arden|M E Braddon|1871|_theData|6
8740|20130114-6688-0.txt|The Mill on the Floss|George Eliot|1860|_theData|8
8747|20137-8.txt|A Comparative View of Religions|Johannes Henricus Scholten|1870|_theData|2
8748|20138.txt|True Words for Brave Men|Charles Kingsley|1886|_theData|1
8764|20156-8.txt|Strife and Peace|Fredrika Bremer|1847|_theData|2
8769|2016-09-30--2300-8.txt|The Descent of Man|Charles Darwin|1871|_theData|2
8772|20160209-51155-0.txt|A Complete Dictionary of Synonyms and Antonyms|Samuel Fallows|1886|_theData|2
8795|20189-8.txt|Recollections of Manilla and the Philippines|Robert Mac Micking|1851|_theData|2
8805|20198-0.txt|Lavengro|George Borrow|1851|_theData|9
