entry|filename|title|author|year|path|count
7821|19252-8.txt|Bahá'í Administration|Shoghi Effendi|1936|_theData|1
7834|19261.txt|Bronchoscopy and Esophagoscopy|Chevalier Jackson|1922|_theData|1
7837|19264-8.txt|Japanese Literature|Various|1997|_theData|2
7847|19275-0.txt|God Passes By|Shoghi Effendi|1944|_theData|3
7860|19286-0.txt|The Promise of World Peace|Universal House of Justice|1985|_theData|3
7873|19295.txt|The Outdoor Girls at Ocean View|Laura Lee Hope|1915|_theData|1
7882|1930-0.txt|Penguin Island|Anatole France|1923|_theData|2
7888|19304-8.txt|Secret History Revealed By Lady Peggy O'Malley|C N Williamson and A M Williamson|1915|_theData|2
7892|1931-0.txt|The Zeppelin's Passenger|E Phillips Oppenheim|1918|_theData|3
7894|19311.txt|The Outdoor Girls in Florida|Laura Lee Hope|1913|_theData|1
7896|19313.txt|The Silk-Hat Soldier|Richard le Gallienne|1915|_theData|1
7904|19322-8.txt|The Antichrist|F W Nietzsche|1920|_theData|2
7908|19328-8.txt|The Sea-Kings of Crete|James Baikie|1926|_theData|2
7913|19332-0.txt|Michael Angelo Buonarroti|Charles Holroyd|1903|_theData|3
7914|19333.txt|The Story of a China Cat|Laura Lee Hope|1921|_theData|1
7917|19336-8.txt|The Tangled Threads|Eleanor H Porter|1919|_theData|2
7923|19341-8.txt|A Maker of History|E Phillips Oppenheim|1917|_theData|2
7924|19342.txt|Complete Hypnotism: Mesmerism, Mind-Reading and Spiritualism|A Alpheus|1903|_theData|1
7928|19348-8.txt|Gideon's Band|George W Cable|1914|_theData|2
7933|19353-8.txt|Captain Jinks, Hero|Ernest Crosby|1902|_theData|2
7934|19354-8.txt|Lessons in Music Form|Percy Goetschius|1904|_theData|2
7935|19355-8.txt|A Book of Prefaces|H L Mencken|1917|_theData|2
7941|19360-0.txt|Six to Sixteen|Juliana Horatia Ewing|1908|_theData|3
7944|19363.txt|Daddy Do-Funny's Wisdom Jingles|Ruth McEnery Stuart|1913|_theData|1
7951|1937-0.txt|The Second Jungle Book|Rudyard Kipling|1919|_theData|4
7953|19371.txt|The Forfeit|Ridgwell Cullum|1917|_theData|1
7954|19376-8.txt|Mrs. Piper & the Society for Psychical Research|Michael Sage|1904|_theData|2
7956|19378-8.txt|Oriental Encounters|Marmaduke Pickthall|1918|_theData|2
7959|19381-8.txt|Among the Farmyard People|Clara Dillingham Pierson|1905|_theData|2
7966|19388-8.txt|The Sagebrusher|Emerson Hough|1919|_theData|2
7974|19395-8.txt|The New Heavens|George Ellery Hale|1922|_theData|2
7975|19396-8.txt|On the Spanish Main|John Masefield|1906|_theData|2
7979|1940.txt|Christ in Flanders|Honore de Balzac|1921|_theData|2
7993|19412-8.txt|Set in Silver|Charles Norris Williamson and Alice Muriel Williamson|1909|_theData|2
7999|19418.txt|Confessions of Boyhood|John Albee|1910|_theData|1
8004|19423-8.txt|The Story of Porcelain|Sara Ware Bassett|1919|_theData|2
8011|19436-8.txt|The Fifth Wheel|Olive Higgins Prouty|1916|_theData|2
8013|1944-0.txt|The Witch and Other Stories|Anton Chekhov|1917|_theData|2
8014|19441-8.txt|My Friend the Chauffeur|C N Williamson and A M Williamson|1905|_theData|2
8022|19450.txt|Dorothy and the Wizard in Oz|L Frank Baum|1908|_theData|3
8029|1946-0.txt|On War|Carl von Clausewitz|1908|_theData|1
8034|19466.txt|The Marvelous Land of Oz|L Frank Baum|1904|_theData|1
8036|19468-8.txt|Mediaeval Socialism|Bede Jarrett|1914|_theData|2
8038|1947-0.txt|Scaramouche|Rafael Sabatini|1921|_theData|3
8041|19472-8.txt|Branded|Francis Lynde|1917|_theData|2
8044|19476-8.txt|A Honeymoon in Space|George Griffith|1901|_theData|2
8047|19479-8.txt|Roughing it De Luxe|Irvin S Cobb|1914|_theData|2
8052|19484-8.txt|Editorial Wild Oats|Mark Twain|1905|_theData|2
8053|19485-8.txt|The Long Night|Stanley Weyman|1903|_theData|2
8058|19489.txt|Canoe Mates in Canada|St George Rathborne|1933|_theData|1
8060|19491-8.txt|The Way of Ambition|Robert Hichens|1913|_theData|2
8065|19498-8.txt|Banzai!|Ferdinand Heinrich Grautoff|1908|_theData|2
8066|19499-8.txt|Music Notation and Terminology|Karl W Gehrkens|1914|_theData|2
8067|1950-0.txt|A Woman of Thirty|Honore de Balzac|1901|_theData|5
8069|19501-8.txt|The Boy Scout|Richard Harding Davis|1917|_theData|2
8070|19502.txt|Frank Merriwell's Chums|Burt L Standish|1901|_theData|1
8073|19506.txt|A Connecticut Yankee in King Arthur's Court|Mark Twain|1911|_theData|2
8077|19510-8.txt|North of Fifty-Three|Bertrand W Sinclair|1913|_theData|2
8080|19513.txt|A Journey to the Center of the Earth|Jules Verne|1970|_theData|1
8086|19523-8.txt|A Husband by Proxy|Jack Steele|1909|_theData|2
8089|19527-8.txt|The Yukon Trail|William MacLeod Raine|1917|_theData|2
8095|19535-8.txt|George Bernard Shaw|Gilbert K Chesterton|1909|_theData|2
8099|1954-0.txt|Colonel Chabert|Honore de Balzac|1997|_theData|3
8107|19552-0.txt|The Plattsburg Manual|OO Ellis and EB Garey|1917|_theData|3
8111|19557-8.txt|Musical Portraits|Paul Rosenfeld|1920|_theData|2
8113|1956-0.txt|And Even Now|Max Beerbohm|1921|_theData|3
8114|19560-8.txt|Applied Eugenics|Paul Popenoe and Roswell Hill Johnson|1918|_theData|2
8120|19567.txt|No Refuge but in Truth|Goldwin Smith|1908|_theData|1
8122|19569-8.txt|The Guests Of Hercules|C N Williamson and A M Williamson|1912|_theData|2
8127|19575.txt|Anne of Avonlea|Lucy Maud Montgomery|1909|_theData|3
8128|19576.txt|Anne of Green Gables|Lucy Maud Montgomery|1908|_theData|4
8137|19586-8.txt|The Simpkins Plot|George A Birmingham|1929|_theData|2
8148|19599.txt|Troublous Times in Canada|John A Macdonald|1910|_theData|1
8149|1960-0.txt|Sight Unseen|Mary Roberts Rinehart|1921|_theData|2
8151|19601.txt|Frank and Andy Afloat|Vance Barnum|1921|_theData|1
8152|19605-8.txt|A Book of Quaker Saints|Lucy Violet Hodgkin|1920|_theData|2
8160|19614-8.txt|The Dark Forest|Hugh  Walpole|1916|_theData|2
8180|19634.txt|Beyond Good and Evil|Friedrich Nietzsche|1907|_theData|3
8190|1965-0.txt|Captain Blood|Rafael Sabatini|1922|_theData|1
8192|19652.txt|A Ball Player's Career|Adrian C Anson|1900|_theData|1
8194|19655-8.txt|Kitchener's Mob|James Norman Hall|1916|_theData|2
8195|19656-8.txt|One Woman's Life|Robert Herrick|1913|_theData|2
8199|19660-8.txt|Man of Many Minds|E Everett Evans|1959|_theData|2
8200|19661-8.txt|Tell Me Another Story|Carolyn Sherwin Bailey|1918|_theData|2
8201|19665.txt|My Lady of the Chinese Courtyard|Elizabeth Cooper|1914|_theData|1
8210|19678.txt|Call of the Wild|Jack London|1903|_theData|1
8216|19685.txt|Country of the Pointed Firs|Sarah Orne Jewett|1910|_theData|1
8217|19686.txt|Crome Yellow|Aldous Huxley|1922|_theData|3
8220|19690-8.txt|Apologia pro Vita Sua|John Henry Newman|1904|_theData|4
8225|19695-8.txt|Forty-one Thieves|Angelo Hall|1919|_theData|2
8226|19696-8.txt|The Joyful Heart|Robert  Haven  Schauffler|1914|_theData|2
8227|19697-8.txt|By What Authority?|Robert Hugh Benson|1910|_theData|2
8229|1970-0.txt|A Poor Wise Man|Mary Roberts Rinehart|1920|_theData|2
8236|19707-8.txt|One Wonderful Night|Louis Tracy|1912|_theData|2
8240|19710-8.txt|The Red Horizon|Patrick MacGill|1916|_theData|2
8241|19711-8.txt|The Buried Temple|Maurice Maeterlinck|1902|_theData|2
8242|19713.txt|The Laughing Prince|Parker Fillmore|1921|_theData|1
8257|19732-8.txt|The Eternal City|Hall Caine|1901|_theData|2
8259|19735-8.txt|Phantom Wires|Arthur Stringer|1907|_theData|2
8263|1974.txt|Poetics|Aristotle|1987|_theData|1
8264|19740-8.txt|Make Your Own Hats|Gene Allen Martin|1921|_theData|2
8265|19742-8.txt|The Heather-Moon|C N Williamson and A M Williamson|1913|_theData|2
8267|19745.txt|Something of Men I Have Known|Adlai E Stevenson|1909|_theData|1
8269|19747.txt|Where the Sun Swings North|Barrett Willoughby|1922|_theData|1
8270|19748-8.txt|Story-Lives of Great Musicians|Francis Jameson Rowbotham|1908|_theData|2
8271|1975-0.txt|The Legacy of Cain|Wilkie Collins|1906|_theData|2
8272|19750.txt|The Waif Woman|Robert Louis Stevenson|1925|_theData|1
8273|19751.txt|The Mayor of Troy|Sir Arthur Thomas QuillerCouch|1906|_theData|1
8277|19754-8.txt|Debit and Credit|Gustav Freytag|1909|_theData|2
8281|1976-0.txt|Peter Ruff and the Double Four|E Phillips Oppenheim|1912|_theData|2
8283|19762-8.txt|How to Eat|Thomas Clark Hinkle|1921|_theData|2
8285|19764-8.txt|The Moccasin Ranch|Hamlin Garland|1909|_theData|2
8286|19765-8.txt|Vikings of the Pacific|Agnes C Laut|1914|_theData|2
8308|19798-8.txt|The Farringdons|Ellen Thorneycroft Fowler|1900|_theData|2
8314|19804.txt|Three Centuries of a City Library|George A Stephen|1917|_theData|1
8315|19805.txt|The Tale of Mr. Tod|Beatrix Potter|1918|_theData|1
8320|19810-8.txt|My Ántonia|Willa Sibert Cather|1918|_theData|1
8323|19812.txt|The South and the National Government|William Howard Taft|1908|_theData|1
8324|19813.txt|Ade's Fables|George Ade|1914|_theData|3
8327|19816-8.txt|Six Little Bunkers at Cowboy Jack's|Laura Lee Hope|1921|_theData|2
8329|19818-8.txt|Dixie Hart|Will N Harben|1910|_theData|2
8332|19822-8.txt|With the British Army in The Holy Land|Henry Osmond Lock|1919|_theData|2
8338|19829.txt|Knocking the Neighbors|George Ade|1912|_theData|1
8339|1983-0.txt|Monsieur Beaucaire|Booth Tarkington|1907|_theData|2
8343|19834-8.txt|Ethel Morton's Holidays|Mabell S C Smith|1915|_theData|2
8352|19848-8.txt|Woman and Womanhood|C W Saleeby|1911|_theData|2
8355|19850-8.txt|The Human Side of Animals|Royal Dixon|1918|_theData|2
8356|19851-8.txt|More Tish|Mary Roberts Rinehart|1921|_theData|2
8358|19853.txt|Bob Hunt in Canada|George W Orton|1916|_theData|1
8364|19861-8.txt|The Lady Paramount|Henry Harland|1902|_theData|2
8366|19867.txt|Frank Merriwell, Junior's, Golden Trail|Burt L Standish|1912|_theData|1
8369|1987.txt|The Outlet|Andy Adams|1905|_theData|1
8375|19876-8.txt|On the Fringe of the Great Fight|George G Nasmith|1917|_theData|2
8380|19880-8.txt|Voice Production in Singing and Speaking|Wesley Mills|1913|_theData|2
8384|1989.txt|The Foolish Dictionary|Gideon Wurdz|1904|_theData|1
8386|19892.txt|The Silver Crown|Laura E Richards|1941|_theData|1
8392|19900-0.txt|The Mysteries of All Nations|James Grant|1971|_theData|3
8393|19901-8.txt|The Castle Of The Shadows|Alice Muriel Williamson|1909|_theData|2
8399|19907-8.txt|Around the World in Ten Days|Chelsea Curtis Fraser|1927|_theData|2
8404|19911-8.txt|The Practical Values of Space Exploration|Committee on Science and Astronautics|1960|_theData|2
8408|19915.txt|Slovenly Betsy|Heinrich Hoffman|1995|_theData|1
8415|19925-8.txt|At the Sign of the Barber's Pole|William Andrews|1904|_theData|2
8434|19946-8.txt|Villa Elsa|Stuart Henry|1920|_theData|2
8450|19968-8.txt|A Busy Year at the Old Squire's|Charles Asbury Stephens|1922|_theData|2
8461|19981.txt|Doctor Luke of the Labrador|Norman Duncan|1904|_theData|1
8464|19986-8.txt|Martyred Armenia|Fàiz ElGhusein|1917|_theData|2
8466|19989-8.txt|Story-Tell Lib|Annie Trumbull Slosson|1903|_theData|2
8471|19994.txt|The AEsop for Children|AEsop|1919|_theData|1
8474|19997-8.txt|Amerigo Vespucci|Frederick A Ober|1907|_theData|2
8486|20001-8.txt|The English Spy|Bernard Blackmantle|1907|_theData|2
8494|20010-8.txt|The Calico Cat|Charles Miner Thompson|1908|_theData|2
8504|2002-02-3073.txt|Pioneers of the Old Southwest|Constance Lindsay Skinner|1921|_theData|3
8507|20024.txt|Crankisms|Lisle de Vaux Matthewman|1901|_theData|1
8513|2003-10-lfftb10.txt|The Life of the Bee|Maurice Maeterlinck|1901|_theData|2
8514|2003-11-attbh10.txt|A Tramp Through the Bret Harte Country|Thomas Dykes Beasley|1914|_theData|3
8522|20033-8.txt|Quin|Alice Hegan Rice|1915|_theData|2
8523|20034-8.txt|Scottish Ghost Stories|Elliott ODonnell|1911|_theData|2
8528|2004-01-rbalt10.txt|A Rock in the Baltic|Robert Barr|1906|_theData|3
8529|2004-01-txsrn10.txt|A Texas Ranger|William MacLeod Raine|1911|_theData|4
8531|2004-02-brsgd10.txt|Boris Godunov|Alexander Pushkin|1918|_theData|2
8539|2004-04-tmsqd10.txt|The Masquerader|Katherine Cecil Thurston|1904|_theData|3
8546|2004-07-bioli10.txt|Biographia Literaria|Samuel Taylor Coleridge|1907|_theData|2
8548|2004-07-kkhyb10.txt|King--of the Khyber Rifles|Talbot Mundy|1916|_theData|3
8552|2004-07-vesta10.txt|The Unwilling Vestal|Edward Lucas White|1918|_theData|3
8554|2004-08-thsld10.txt|Three Soldiers|John Dos Passos|1921|_theData|3
8555|2004-08-tyfwi10.txt|Two Years in the French West Indies|Lafcadio Hearn|1903|_theData|3
8558|2004-11-tmfr10.txt|Tomaso's Fortune and Other Stories|Henry Seton Merriman|1904|_theData|3
8560|2004.txt|"Pigs is Pigs"|Ellis Parker Butler|1906|_theData|1
8574|20041.txt|Men's Sewed Straw Hats|United States Tariff Commission|1926|_theData|1
8582|2005-01-cpjan10.txt|Captain January|Laura E Richards|1959|_theData|3
8594|2005.txt|Piccadilly Jim|P G Wodehouse|1931|_theData|2
8595|20050101-magi10.txt|The Gift of the Magi|O Henry|1980|_theData|2
8596|20050415-3790.txt|Major Barbara|George Bernard Shaw|1907|_theData|4
8604|20057-8.txt|Pocket Island|Charles Clark Munn|1901|_theData|2
8605|20058-8.txt|The Napoleon of Notting Hill|Gilbert K Chesterton|1904|_theData|2
8619|20060109-219.txt|Heart of Darkness|Joseph Conrad|1925|_theData|4
8621|20060109-493.txt|Falk|Joseph Conrad|1903|_theData|3
8622|20060121_543.txt|Main Street|Sinclair Lewis|1920|_theData|7
8623|20060205-871-8.txt|The Golden Sayings of Epictetus|Epictetus|1912|_theData|4
8636|20066-8.txt|Ethics in Service|William Howard Taft|1915|_theData|2
8641|20069-8.txt|Caruso and Tetrazzini on the Art of Singing|Enrico Caruso and Luisa Tetrazzini|1975|_theData|2
8645|20070428-21249.txt|Clayhanger|Arnold Bennett|1910|_theData|2
8646|20071-8.txt|Sue, A Little Heroine|L T Meade|1910|_theData|2
8650|20076-8.txt|Rimrock Jones|Dane Coolidge|1917|_theData|2
8657|20080227-24705-8.txt|The Woman with a Stone Heart|Oscar William Coursey|1914|_theData|4
8660|20080803-621.txt|The Varieties of Religious Experience|William James|1902|_theData|4
8661|20080913-501.txt|The Story of Doctor Dolittle|Hugh Lofting|1920|_theData|2
8666|20083-8.txt|A Boswell of Baghdad|E V  Lucas|1917|_theData|2
8668|20085-8.txt|The Tragic Muse|Henry James|1908|_theData|2
8674|20090323.2417.txt|Okewood of the Secret Service|Valentine Williams|1919|_theData|3
8675|20090327-2390.txt|The Conquest of the Old Southwest|Archibald Henderson|1920|_theData|1
8677|20090519-3782.txt|Huntingtower|John Buchan|1924|_theData|5
8679|20090707-4240.txt|Women in Love|D H Lawrence|1922|_theData|3
8682|20090712-4310.txt|Will Warburton|George Gissing|1905|_theData|3
8687|20090801-4379.txt|The Fortunate Youth|William J Locke|1926|_theData|3
8689|20091.txt|No Surrender!|G A Henty|1914|_theData|3
8690|20091010-331.txt|The Mucker|Edgar Rice Burroughs|1921|_theData|3
8692|20092.txt|Saint Bartholomew's Eve|G A Henty|1911|_theData|1
8694|20095-8.txt|Journeys to Bagdad|Charles S Brooks|1915|_theData|2
8705|20104-8.txt|The Cross-Cut|Courtney Ryley Cooper|1921|_theData|2
8707|20106.txt|How Ethel Hollister Became a Campfire Girl|Irene Elliott Benson|1912|_theData|1
8712|20110-8.txt|Canada: the Empire of the North|Agnes C Laut|1909|_theData|2
8716|20111-8.txt|With Those Who Wait|Frances Wilson Huard|1918|_theData|2
8717|20111205-38226-0.txt|Thoughts Out of Season (Part II)|Friedrich Nietzsche|1964|_theData|4
8729|20120829-4994.txt|Five Thousand Miles Underground|Roy Rockwood|1908|_theData|4
8737|2013-0.txt|The Pit Prop Syndicate|Freeman Wills Crofts|1922|_theData|2
8742|20132.txt|The Wizard of the Sea|Roy Rockwood|1900|_theData|1
8745|20135-8.txt|The Angel of Death|Johan Olof Wallin|1910|_theData|2
8749|20139-0.txt|Old Fogy|James Huneker|1913|_theData|3
8750|2014-8.txt|The Lodger|Marie Belloc Lowndes|1949|_theData|3
8751|20140228-2446.txt|An Enemy of the People|Henrik Ibsen|1907|_theData|2
8756|2015-0.txt|A Miscellany of Men|G K Chesterton|1912|_theData|3
8763|20155-8.txt|The White Desert|Courtney Ryley Cooper|1922|_theData|2
8765|20157-8.txt|The Call of the Blood|Robert Smythe Hichens|1905|_theData|2
8767|2016-09-14-43-0.txt|The Strange Case Of Dr. Jekyll And Mr. Hyde|Robert Louis Stevenson|1922|_theData|2
8768|2016-09-18-209-0.txt|The Turn of the Screw|Henry James|1908|_theData|3
8774|20163-8.txt|The Jolliest School of All|Angela Brazil|1928|_theData|2
8776|20165-8.txt|The Theory and Practice of Perspective|George Adolphus Storey|1910|_theData|2
8783|20174.txt|Freedom, Truth and Beauty|Edward Doyle|1921|_theData|1
8788|20180.txt|Mr. Kris Kringle|S Weir Mitchell|1904|_theData|1
8796|2019.txt|The Bat|Avery Hopwood|1953|_theData|1
8799|20192-8.txt|Orrain|S LevettYeats|1904|_theData|2
8802|20195-8.txt|Wood-Block Printing|F Morley Fletcher|1916|_theData|2
8803|20196-8.txt|Victorian Worthies|George Henry Blore|1920|_theData|2
8807|2020.txt|Tarzan the Terrible|Edgar Rice Burroughs|1921|_theData|2
8810|20202.txt|Walnut Growing in Oregon|Various|1943|_theData|1
8816|20208.txt|Boy Scouts in the Philippines|G Harvey Ralphson|1911|_theData|1
8821|20213-8.txt|Peace on Earth, Good-will to Dogs|Eleanor Hallowell Abbott|1920|_theData|2
8824|20216-8.txt|Old-Time Makers of Medicine|James J Walsh|1911|_theData|2
8826|20218-8.txt|History of the Incas|Pedro Sarmiento de Gamboa|1907|_theData|2
8827|20219-8.txt|The Lion's Brood|Duffield Osborne|1901|_theData|2
8829|20220-8.txt|The Mind and Its Education|George Herbert Betts|1906|_theData|2
8831|20222.txt|An Ethical Problem|Albert Leffingwell|1914|_theData|1
8837|2023.txt|Malvina of Brittany|Jerome K Jerome|1909|_theData|1
8845|20238-8.txt|The Great Amulet|Maud Diver|1910|_theData|2
8846|20239-8.txt|Ten Books on Architecture|Vitruvius|1914|_theData|2
8847|2024.txt|Diary of a Pilgrimage|Jerome K Jerome|1926|_theData|1
8857|2025.txt|My Lady Caprice|Jeffery Farnol|1907|_theData|1
8865|2026-0.txt|The Coming Conquest of England|August Niemann|1904|_theData|2
8871|2028-0.txt|The Yellow Claw|Sax Rohmer|1915|_theData|2
8873|20282-8.txt|The Working of Steel|Fred H Colvin|1922|_theData|2
8879|2029.txt|Lahoma|John Breckinridge Ellis|1913|_theData|1
8882|20292.txt|In Happy Valley|John Fox|1917|_theData|1
8884|20294-8.txt|A Handbook of Health|Woods Hutchinson|1911|_theData|2
8888|20298-8.txt|Procopius|Procopius|1916|_theData|2
8889|20299-8.txt|Unwritten Literature of Hawaii|Nathaniel Bright Emerson|1909|_theData|2
8891|2030-8.txt|Legends Of Babylon And Egypt|Leonard W King|1918|_theData|2
8899|20308-8.txt|White Ashes|Sidney R Kennedy and Alden C Noble|1912|_theData|2
8900|20309.txt|Bunny Brown and His Sister Sue in the Sunny South|Laura Lee Hope|1921|_theData|1
8909|2032.txt|Martin Pippin in the Apple Orchard|Eleanor Farjeon|1923|_theData|1
8914|20324.txt|The Outdoor Girls at Bluff Point|Laura Lee Hope|1920|_theData|1
8918|20329-8.txt|Negritos of Zambales|William Allan Reed|1904|_theData|2
8924|20336.txt|The Miraculous Revenge|Bernard Shaw|1922|_theData|1
8928|20340-8.txt|A Little Maid of Old Maine|Alice Turner Curtis|1920|_theData|2
8930|20342-8.txt|Grace Harlowe's Problem|Jessie Graham Flower|1916|_theData|2
8943|20355.txt|Vrouw Grobelaar and Her Leading Cases|Perceval Gibbon|1905|_theData|1
8945|20357-8.txt|Jerry|Jean Webster|1907|_theData|2
8947|20359-8.txt|The Lovely Lady|Mary Austin|1913|_theData|2
8950|20361-8.txt|The Voice of the Machines|Gerald Stanley Lee|1906|_theData|2
8963|20375.txt|Watch Yourself Go By|Al G Field|1912|_theData|1
8974|20386-8.txt|Embroidery and Tapestry Weaving|Grace Christie|1906|_theData|2
8999|20418-8.txt|Lords of the North|A C Laut|1901|_theData|2
9000|20419-8.txt|Gigolo|Edna Ferber|1922|_theData|2
9001|2042.txt|Something New|P G Wodehouse|1915|_theData|1
9002|20420-8.txt|Real Ghost Stories|William T Stead|1921|_theData|2
9004|20423-8.txt|Joyous Gard|Arthur Christopher Benson|1913|_theData|2
9007|20426-8.txt|Form and Function|E S Edward Stuart Russell|1917|_theData|2
9013|20432.txt|Young Captain Jack|Horatio Alger and Arthur M Winfield|1901|_theData|1
9021|2044-8.txt|The Education of Henry Adams|Henry Adams|1918|_theData|2
9033|20452.txt|Letters of Edward FitzGerald|Edward FitzGerald|1980|_theData|1
9035|20455-8.txt|The True Story of Our National Calamity of Flood, Fire and Tornado|Logan Marshall|1913|_theData|2
9044|20467-8.txt|Handbook of the Trees of New England|Lorin Low Dame|1975|_theData|2
9045|20468-8.txt|The Delta of the Triple Elevens|William Elmer Bachman|1920|_theData|2
9056|20480-8.txt|Palmistry for All|Cheiro|1916|_theData|2
9058|20483-8.txt|Artillery Through the Ages|Albert Manucy|1962|_theData|2
9060|20485-0.txt|The Lunatic at Large|J Storer Clouston|1909|_theData|3
9069|20494-8.txt|The Shrieking Pit|Arthur J Rees|1919|_theData|2
9070|20496-8.txt|Legends of the Rhine|Wilhelm Ruland|1906|_theData|2
9071|20497.txt|Bucholz and the Detectives|Allan Pinkerton|1908|_theData|1
9076|20503.txt|The Nation's River|United States Department of the Interior|1968|_theData|1
9083|20512-8.txt|Man and Maid|Elinor Glyn|1922|_theData|4
9085|20515-8.txt|The Eagle of the Empire|Cyrus Townsend Brady|1915|_theData|2
9091|20523.txt|Religion and Art in Ancient Greece|Ernest Arthur Gardner|1910|_theData|1
9094|20526-8.txt|Short Story Writing|Charles Raymond Barrett|1900|_theData|2
9097|20529-8.txt|Belles and Ringers|Hawley Smart|1903|_theData|2
9101|20533-8.txt|Jill the Reckless|P G Pelham Grenville Wodehouse|1933|_theData|2
9104|20537.txt|The  Argonauts|Eliza Orzeszko AKA Orzeszkowa|1901|_theData|1
9109|20543.txt|Edward FitzGerald and "Posh"|James Blyth|1908|_theData|1
9113|20548.txt|The Secret of the Storm Country|Grace Miller White|1917|_theData|1
9119|20555-8.txt|What Is and What Might Be|Edmond Holmes|1911|_theData|2
9123|20559-8.txt|R. Holmes & Co.|John Kendrick Bangs|1906|_theData|2
9130|20569-8.txt|Dulcibel|Henry Peterson|1907|_theData|2
9131|2057.txt|The Last of the Plainsmen|Zane Grey|1911|_theData|1
9132|20571-8.txt|Woman's Work in Music|Arthur Elson|1903|_theData|2
9136|20578.txt|Sermons on Biblical Characters|Clovis G Chappell|1930|_theData|1
9138|2058.txt|Messer Marco Polo|Brian Oswald DonnByrne|1921|_theData|1
9146|2059.txt|The Little Shepherd of Kingdom Come|John Fox|1903|_theData|2
9158|20615-8.txt|The Master-Knot of Human Fate|Ellis Meredith|1901|_theData|2
9159|20616-8.txt|The Old Front Line|John Masefield|1917|_theData|2
9164|20622.txt|The Kentucky Ranger|Edward T Curnick|1922|_theData|1
9167|20626-8.txt|Torchy|Sewell Ford|1912|_theData|2
9171|2063.txt|The Trail of the White Mule|B M Bower|1922|_theData|1
9172|20630-8.txt|The Borough Treasurer|Joseph Smith Fletcher|1921|_theData|2
9173|20631-8.txt|Chosen Peoples|Israel Zangwill|1919|_theData|2
9174|20632-8.txt|Molly Brown's Orchard Home|Nell Speed|1915|_theData|2
9175|20633-8.txt|Winsome Winnie and other New Nonsense Novels|Stephen Leacock|1920|_theData|2
9189|2065.txt|Dick Hamilton's Airship|Howard R Garis|1914|_theData|1
9192|20652.txt|Ring O' Roses|Anonymous|1922|_theData|1
9194|20654-8.txt|Fantasia of the Unconscious|D H Lawrence|1922|_theData|2
9199|20660-8.txt|The Faith of Islam|Edward Sell|1907|_theData|2
9201|20662-8.txt|The Measurement of Intelligence|Lewis Madison Terman|1916|_theData|2
9204|20667-8.txt|A Canyon Voyage|Frederick S Dellenbaugh|1908|_theData|2
9207|2067-0.txt|Beasts, Men and Gods|Ferdinand Ossendowski|1922|_theData|2
9209|2068-0.txt|Keziah Coffin|Joseph C Lincoln|1909|_theData|2
9210|2069-0.txt|The Religion of Babylonia and Assyria|Theophilus G Pinches|1906|_theData|5
9212|20694-8.txt|An Inquiry Into The Nature Of Peace And The Terms Of Its Perpetuation|Thorstein Veblen|1917|_theData|2
9218|207.txt|The Spell of the Yukon|Robert Service|1907|_theData|1
9224|20709-8.txt|From Pole to Pole|Sven Anders Hedin|1914|_theData|2
9228|20712-8.txt|Trail's End|George W Ogden|1921|_theData|2
9229|20713.txt|A Campfire Girl's First Council Fire|Jane L Stewart|1914|_theData|1
9230|20714-8.txt|Other Main-Travelled Roads|Hamlin Garland|1910|_theData|2
9233|20717-8.txt|The Girl on the Boat|Pelham Grenville Wodehouse|1921|_theData|2
9234|20718-8.txt|The Damsel and the Sage|Elinor Glyn|1903|_theData|2
9237|20721-8.txt|A Little Girl in Old Detroit|Amanda Minnie Douglas|1902|_theData|2
9244|20729.txt|At the Point of the Bayonet|G A Henty|1901|_theData|1
9247|20730-8.txt|For the Sake of the School|Angela Brazil|1915|_theData|2
9248|20731-8.txt|Quiet Talks on Power|SD Gordon|1900|_theData|2
9257|20740-0.txt|Myths and Legends of All Nations|Various|1950|_theData|3
9260|20743.txt|The Marx He Knew|John Spargo|1909|_theData|1
9265|20748.txt|Favorite Fairy Tales|Logan Marshall|1917|_theData|3
9271|20753.txt|The Wonder Island Boys:  The Tribesmen|Roger Finlay|1914|_theData|1
9278|20763-8.txt|Carpentry for Boys|J S Zerbe|1914|_theData|2
9284|20769-0.txt|A Field Book of the Stars|William Tyler Olcott|1914|_theData|3
9287|20772-8.txt|Agriculture for Beginners|Charles William Burkett|1903|_theData|2
9290|20776-8.txt|Encyclopedia of Needlework|Thérèse de Dillmont|1978|_theData|2
9294|2078-0.txt|Thais|Anatole France|1943|_theData|2
9295|20781-8.txt|Heidi|Johanna Spyri|1915|_theData|4
9296|20782.txt|Triplanetary|Edward Elmer Smith|1948|_theData|3
9303|20791-8.txt|For Love of Country|Cyrus Townsend Brady|1903|_theData|2
9311|2080-0.txt|The Flower of the Mind|Alice Meynell|1904|_theData|1
9315|20804-8.txt|Lucretia Borgia|Ferdinand Gregorovius|1904|_theData|2
9316|20805.txt|Lloyd George|Frank Dilnot|1917|_theData|1
9326|20814-8.txt|The Psychology of Nations|GE Partridge|1919|_theData|2
9327|20815-8.txt|A Soldier of the Legion|C N Williamson|1914|_theData|5
9328|20816-8.txt|Socialism As It Is|William English Walling|1912|_theData|2
9332|2082-8.txt|Memoirs of the Comtesse du Barry|Etienne Leon LamotheLangon|1903|_theData|5
9343|20834-8.txt|Ruth Fielding at the War Front|Alice B Emerson|1918|_theData|2
